0 0 0 0 0 0 0 0 0 0 0 0 0 0 256 -192 96 -400 0 0 0 0 0 0 224 -160 160 -64 0 -160 0 0 0 -64 0 0 1
64 -280 0 0 0 0 192 -64 -8 0 0 0 0 -64 256 -160 400 -224 0 0 0 -8 96 0 160 -192 128 -64 0 0 0 0 0 -64 0 -64 1
-64 -64 0 0 0 0 64 -384 0 -96 0 0 0 -64 192 -320 96 -64 0 0 0 0 0 -96 96 -128 0 -192 56 -384 0 0 96 -64 0 0 2
64 -400 400 -400 0 -288 0 0 64 -320 0 -56 224 -400 0 -320 0 -384 0 0 0 -96 96 -160 0 -96 0 -256 0 -352 0 0 0 -104 96 -224 3
64 -160 0 0 0 0 0 -64 0 -352 0 -96 0 -128 224 -320 64 -400 0 0 0 0 96 -128 216 -288 0 0 0 0 0 0 64 -128 64 0 1
-96 -400 96 -400 192 -400 0 -400 0 -224 0 0 -400 -256 0 -256 0 -64 64 -64 0 -96 192 -192 -400 -160 0 0 0 0 0 -64 160 -128 96 -224 3
64 -320 0 0 0 0 0 0 0 0 0 0 0 -128 160 0 64 -192 0 -64 0 0 128 0 192 -192 96 -64 0 0 0 0 0 -64 0 0 1
64 -400 0 0 0 0 256 -64 0 -288 0 -96 64 -160 224 -160 64 -400 0 0 0 0 96 -128 160 -288 128 -64 0 -352 0 0 -8 -96 72 0 1
0 0 -64 -64 0 0 0 -312 256 -400 -8 0 160 -352 256 -400 96 -400 192 -96 192 0 256 -400 352 -160 96 -256 0 -128 96 -128 8 -224 96 -64 4
64 -224 0 0 0 0 160 -64 0 0 0 0 0 -96 400 -192 64 -288 0 0 0 0 64 0 192 -224 64 0 0 0 0 0 0 -128 0 0 1
0 0 0 -64 0 0 96 -320 400 -400 0 -64 96 -160 64 -288 64 -400 0 -128 0 -320 160 -320 0 -160 0 -8 0 -384 0 0 64 -128 128 -192 4
0 0 0 -64 0 -16 128 -288 400 -400 0 -8 96 -192 64 -224 0 -384 0 0 0 -192 192 -352 0 -224 0 -160 0 -384 0 -64 192 -160 120 -96 4
0 0 64 0 8 0 160 -352 96 0 96 -288 224 -400 0 -64 0 0 0 0 -8 0 192 -288 0 -128 0 0 0 0 0 0 288 0 96 -320 4
0 0 0 -64 0 0 192 -256 400 -400 96 0 160 -160 8 -160 0 -352 -8 -64 64 0 224 -320 64 -192 0 -256 0 -352 0 0 160 -288 192 -128 4
-64 -64 0 0 0 0 64 -352 0 0 0 0 0 -96 160 -400 96 -352 0 0 0 0 64 0 288 -224 96 -96 0 -384 0 0 160 -128 8 -96 2
0 0 0 -64 0 0 -64 -64 0 -320 0 -192 64 -192 64 -400 0 -320 0 -224 64 -384 64 -320 0 -192 0 -64 0 -384 0 -352 0 -224 64 -320 1
0 0 -64 -64 0 0 0 -320 352 -400 0 0 160 -256 192 -400 64 -384 0 0 0 -192 352 -352 256 -64 0 -96 0 0 0 0 96 -224 64 -96 4
0 0 288 64 0 0 0 0 64 -160 0 0 192 -400 96 0 0 -64 128 -96 0 -96 224 -224 128 64 0 0 0 -192 -400 -64 400 -288 128 0 3
0 -64 0 0 0 0 64 -384 0 -224 0 -64 0 -64 224 -400 64 -64 0 0 0 0 0 -96 96 -128 64 -256 0 -352 0 0 96 -96 0 0 2
88 8 400 0 0 0 0 -320 288 -96 128 -400 224 -288 96 -96 128 0 0 0 0 0 288 -400 128 -160 96 -224 64 0 72 0 400 64 0 -96 4
0 -288 400 -400 0 -352 -8 0 64 -352 0 0 256 -400 0 -128 64 -320 64 0 0 8 128 -128 0 0 64 -136 0 0 0 0 0 -160 0 -192 3
0 0 0 0 0 0 64 -384 0 -320 0 -128 -64 -96 192 -256 64 -64 0 0 0 0 0 -128 128 -160 64 -352 96 -384 0 0 160 -96 0 0 2
64 -160 0 0 0 0 288 -64 0 0 0 0 0 0 160 -160 64 -400 0 -64 0 0 0 -64 160 -256 160 -64 0 0 0 0 96 -96 0 0 1
0 0 0 -64 0 0 96 -288 400 -400 0 0 160 -224 64 -256 0 -384 0 0 0 -128 160 -320 0 -160 0 0 0 -384 0 0 96 -128 96 -64 4
352 -64 400 -384 0 -96 0 0 64 -256 0 0 320 -400 384 0 0 -96 0 0 0 -64 128 -160 256 0 0 0 0 -96 0 0 160 -224 160 -88 3
-64 -64 0 0 0 0 96 -400 0 -384 0 -160 0 -96 224 -400 96 -384 0 0 0 -64 0 0 224 -192 64 -64 0 -384 -8 0 128 -128 64 -96 2
64 -288 0 0 0 0 160 -64 0 0 0 0 0 0 160 -192 64 -400 0 -64 0 0 0 0 160 -256 192 -64 0 -96 0 0 0 -96 0 0 1
64 -400 400 -400 -8 -280 0 0 64 -288 0 0 288 -288 0 -160 96 0 0 0 0 -64 192 -192 0 -72 0 0 0 0 0 0 64 -96 64 -128 3
0 0 -64 -64 8 0 96 -320 400 -400 0 0 128 -224 128 -160 64 -288 0 -72 0 -96 96 -256 0 0 0 0 0 -64 0 0 64 -192 128 -224 4
0 0 -64 -64 0 0 0 -288 96 -320 0 0 192 -352 128 -384 0 -352 0 -64 64 0 384 -400 320 0 0 -160 128 0 96 0 96 -288 128 -128 4
56 -64 0 0 0 0 192 -64 0 -128 0 0 0 -64 256 -256 64 -352 0 0 0 0 64 -64 192 -256 0 -64 0 -256 0 0 64 -96 0 0 1
0 0 0 0 0 0 64 -384 0 -384 0 -192 0 -128 192 -312 64 -384 0 0 0 -224 96 0 -96 -160 64 -64 0 -384 0 -232 128 -192 160 -128 2
0 -72 0 0 0 0 64 -400 0 0 0 0 64 0 192 -400 96 -400 0 -72 0 0 0 0 256 -224 96 -128 0 0 0 0 96 -120 64 0 2
64 -400 192 0 0 0 256 -64 0 -160 0 0 0 -128 224 -160 400 -400 0 -64 0 0 96 -64 192 -224 160 -64 0 0 0 0 0 -64 0 0 1
0 -400 400 -400 0 -128 0 0 72 -256 0 0 288 -400 0 8 0 0 0 0 0 0 256 -192 0 0 0 0 0 -192 0 0 64 0 96 -224 3
96 -400 224 0 0 0 400 -72 0 -128 0 -64 0 -128 -400 -160 64 -352 64 0 0 0 96 -64 192 -320 224 -64 0 -320 0 0 0 -96 0 0 1
0 0 64 -64 0 -64 0 -128 64 -352 0 -128 320 -256 0 0 0 0 0 0 0 -64 64 -160 0 0 0 0 0 -352 0 0 160 -320 56 -96 3
0 0 0 0 0 0 0 -64 64 -160 0 -96 64 0 192 -400 0 -400 0 0 0 0 0 0 160 -128 0 -96 0 -160 0 0 64 -64 0 0 2
64 -400 -400 -400 0 -256 0 0 0 -192 0 0 320 -400 -400 -96 0 0 0 0 0 -64 192 -96 0 -224 0 0 0 0 0 0 160 -96 -400 -128 3
-64 -64 0 0 0 0 64 -400 0 -280 0 -128 0 -96 192 -400 96 -352 0 0 0 0 0 0 256 -192 64 -64 0 -352 0 0 128 -128 64 -96 2
0 -64 0 0 0 0 96 -384 0 -384 0 -128 0 -88 192 -320 96 -400 0 0 0 -192 0 0 192 -192 64 -64 0 -320 0 0 128 -160 96 -128 2
0 0 -72 -64 0 0 0 -320 128 -400 0 0 96 -224 256 -400 96 -384 288 -192 400 0 288 -400 400 -128 96 -256 160 -128 96 -352 -64 -192 128 -128 4
-64 -64 0 0 0 0 64 -400 0 -192 0 0 0 -96 192 -400 104 -400 0 0 0 0 0 0 288 -192 64 -128 0 0 0 0 128 -128 64 -64 2
64 -160 0 0 0 0 0 -64 0 0 0 0 0 -128 224 -400 64 -352 0 -64 0 0 64 -64 224 -224 0 -64 0 -256 0 0 0 -96 0 8 1
0 -400 400 -400 8 -288 0 0 64 -352 0 -64 224 -400 0 -256 0 -384 0 0 0 -64 96 -120 0 -160 0 -256 0 0 0 0 0 -160 0 -224 3
96 -64 0 0 0 0 64 -320 0 0 0 0 0 0 192 -400 96 -400 64 0 0 0 0 0 256 -224 96 -128 0 0 0 0 64 -64 64 -72 2
0 8 0 0 0 0 96 -64 0 -224 0 -96 64 -96 224 -320 96 -400 0 0 0 0 0 -96 192 -288 0 0 0 -352 0 0 0 -96 0 8 1
0 0 0 -64 0 0 128 -352 400 -400 0 0 96 -192 64 -192 0 -400 0 -64 0 -224 160 -352 0 -192 0 -160 0 -352 0 -96 128 -160 96 -96 4
0 -64 0 0 0 0 0 -96 0 -352 0 -128 64 -160 224 -320 64 -352 0 0 0 0 128 -96 192 -288 0 0 0 -384 0 0 0 -96 64 0 1
256 -64 0 0 0 0 64 -256 0 0 0 0 64 -64 168 -352 400 -400 0 0 0 0 -8 0 160 -224 96 -128 0 -224 0 0 96 -128 128 -64 2
0 0 0 -64 0 0 128 -288 400 -400 0 0 128 -224 64 -192 0 -352 0 0 0 -128 160 -352 0 -192 0 -224 0 -352 0 0 160 -160 128 -64 4
64 0 400 -320 0 -128 0 0 64 -320 0 0 400 -400 128 -192 160 -288 96 -128 0 -160 192 -160 0 -192 0 -328 0 0 0 -160 64 0 128 -96 3
-64 -64 0 0 0 0 128 -384 0 -320 0 -96 0 -96 160 -352 96 -400 0 0 0 0 0 0 224 -192 96 -96 0 -320 0 0 128 -128 64 -96 2
0 0 0 -64 0 0 0 -288 320 -400 0 0 128 -224 128 -400 0 -352 0 0 0 -288 296 -288 224 -64 0 -96 0 0 -8 0 128 -160 64 -96 4
96 0 0 0 0 0 0 -288 0 0 0 0 0 0 192 -400 0 -64 400 0 0 0 0 0 256 -128 64 -96 128 -400 64 -64 88 -64 64 -64 2
224 -64 0 0 0 0 64 -352 0 0 0 0 0 -160 400 -400 64 -400 -8 0 0 0 400 0 192 -192 -400 -128 0 -192 0 0 128 -96 56 -64 2
0 0 0 0 0 0 96 -352 400 -400 0 0 160 -256 64 -128 8 -192 0 0 0 0 192 -288 0 -160 0 0 0 -224 64 0 160 -224 96 -96 4
0 8 64 -96 0 0 0 -160 0 -256 0 -64 352 -384 128 0 0 0 0 0 0 -64 192 -224 0 64 0 -128 0 0 0 0 96 -256 160 0 3
0 -400 400 -400 0 -256 64 0 0 -352 0 0 256 -400 0 -224 64 0 -8 0 0 -64 160 -128 0 -128 0 0 0 0 0 0 0 -160 64 -192 3
0 -64 0 0 0 0 0 -400 0 0 0 0 0 0 160 -384 64 -64 0 0 0 0 0 0 96 -128 64 -96 64 -384 0 0 128 -64 0 0 2
160 -64 0 0 0 0 56 -96 0 0 0 0 0 -96 192 -400 64 -352 0 0 0 0 64 0 256 -192 64 -64 0 -256 0 0 96 -128 0 -96 2
8 -400 400 -400 0 -320 0 0 64 -392 0 0 256 -384 0 -160 0 -384 0 0 0 -64 64 -120 0 -160 128 -352 0 -96 0 0 0 -160 64 -192 3
64 -64 64 0 0 0 288 -64 0 -160 -400 -96 0 -224 192 -224 400 -384 0 -64 64 0 64 -96 224 -224 168 -64 0 0 0 0 128 -96 0 -64 1
-8 0 0 0 0 0 96 -352 400 -400 0 0 128 -224 64 0 0 0 64 0 0 -64 224 -288 0 -128 0 0 0 -64 64 0 128 -224 96 -96 4
64 -192 0 0 0 0 192 -72 0 0 0 0 0 -128 64 -400 0 -224 0 -64 0 0 64 0 192 -184 0 -64 0 -320 0 0 96 -96 0 0 1
0 0 0 0 0 0 128 -64 0 -352 0 -96 0 -192 224 -400 0 -288 0 -72 64 0 96 -128 192 -224 128 -96 0 -160 0 0 96 -160 0 0 1
64 -352 0 0 0 0 0 0 0 0 0 0 0 -128 160 -192 -400 -224 0 -64 0 0 96 0 192 -192 64 -96 0 0 0 0 8 -64 0 0 1
0 0 0 0 0 0 64 -384 0 -320 0 -160 0 -96 192 -384 56 -384 0 0 0 -224 64 0 192 -192 64 -64 0 -352 0 -64 128 -160 128 -128 2
0 -64 0 0 0 0 64 -256 0 0 0 0 0 0 400 -400 400 -400 0 -64 0 0 0 0 192 -192 192 -96 0 0 0 0 64 -128 0 -64 2
0 -320 96 -400 0 -96 0 0 72 -256 -400 0 320 -352 0 -64 0 0 400 -64 128 -8 224 -136 128 0 -400 0 -400 0 0 0 400 -128 0 -96 3
0 0 0 0 0 0 0 0 0 0 0 0 0 0 96 -192 96 -384 0 -64 0 0 0 8 128 -192 96 -64 0 0 0 0 0 -128 64 0 1
352 -96 0 0 0 0 64 -384 0 0 0 0 64 -160 192 -400 64 -352 64 0 0 0 96 0 320 -192 64 -160 0 0 0 0 64 -128 0 -96 2
