-2026960962 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 
-1909129459 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 
-1854097254 2.49534 -0.5 2.48953 -1.002 -0.5 -0.5 -0.5 -0.5 2.38713 
-1852313321 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 
-1673615423 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 2.48779 2.49778 2.48369 
-1588044679 -1.002 -0.5 -0.5 -0.756479 -0.5 -0.5 -0.5 -0.5 2.49318 
-1410830267 -0.5 -0.5 -0.5 -0.5 2.49556 -0.5 2.36196 -1.002 2.3534 
-1332571543 -1.002 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 0.599572 
-1232096314 -0.5 -0.5 -0.5 -0.5 -1.002 -0.5 -0.5 -0.5 2.26449 
-943389713 -0.5 -0.5 -0.5 -1.002 -0.5 -0.5 -0.5 -0.5 2.49555 
-934474527 -0.5 -0.5 -0.5 -0.5 -0.5 2.49555 2.45347 -1.002 2.30406 
-799462909 -0.5 -0.5 2.5 -0.5 -0.5 -0.5 -0.5 -0.5 2.4928 
-499441974 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 
-412980975 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 
-159714043 -0.5 2.49524 2.28462 -1.002 -0.5 -0.5 -0.5 -0.5 2.30467 
-157867326 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 
46652963 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -1.002 2.49473 
161431130 -0.5 -0.5 -0.5 -0.5 2.49332 1.63569 -1.002 -1.002 -0.5 
293361472 2.49253 1.69354 -1.002 -1.002 -0.5 -0.5 -0.5 -0.5 -0.5 
395024170 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 
415337439 -0.5 -0.5 -0.5 -0.5 -0.5 0.900345 -0.5 -1.002 2.48707 
574700013 -0.5 -0.5 2.49326 2.49778 -0.5 -0.5 -0.5 -0.5 2.49009 
587305719 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 
701081391 -0.5 1.54547 -0.5 -1.002 -0.5 -0.5 -0.5 -0.5 2.49052 
757290785 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 
1113999796 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 2.5 -0.5 2.49081 
1300812649 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 
1632463223 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 
1705244050 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 
1927767620 -0.5 -0.5 -0.5 -0.5 -1.002 -0.5 -0.5 1.72606 2.47556 
