-2026960962 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 
-1909129459 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 
-1854097254 2.49555 -0.5 2.45588 -1.002 -0.5 -0.5 -0.5 -0.5 1.14582 
-1852313321 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 
-1673615423 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 2.49027 2.49778 2.48362 
-1588044679 -1.002 -0.5 -0.5 0.163961 -0.5 -0.5 -0.5 -0.5 2.48635 
-1410830267 -0.5 -0.5 -0.5 -0.5 2.49556 -0.5 2.46855 -1.002 2.46621 
-1332571543 -1.002 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 1.9686 
-1232096314 -0.5 -0.5 -0.5 -0.5 -1.002 -0.5 -0.5 -0.5 1.36705 
-943389713 -0.5 -0.5 -0.5 -1.002 -0.5 -0.5 -0.5 -0.5 2.49548 
-934474527 -0.5 -0.5 -0.5 -0.5 -0.5 2.49533 2.23862 -1.002 1.65768 
-799462909 -0.5 -0.5 2.5 -0.5 -0.5 -0.5 -0.5 -0.5 2.49252 
-499441974 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 
-412980975 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 
-159714043 -0.5 2.49556 1.88047 -1.002 -0.5 -0.5 -0.5 -0.5 0.368554 
-157867326 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 
46652963 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -1.002 2.49504 
161431130 -0.5 -0.5 -0.5 -0.5 1.22203 1.69395 -1.002 -1.002 -0.5 
293361472 2.49333 1.68585 -1.002 -1.002 -0.5 -0.5 -0.5 -0.5 -0.5 
395024170 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 
415337439 -0.5 -0.5 -0.5 -0.5 -0.5 1.50652 -0.5 -1.002 2.44752 
574700013 -0.5 -0.5 2.49264 2.49778 -0.5 -0.5 -0.5 -0.5 2.48978 
587305719 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 
701081391 -0.5 1.69712 -0.5 -1.002 -0.5 -0.5 -0.5 -0.5 2.31813 
757290785 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 
1113999796 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 2.5 -0.5 2.49287 
1300812649 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 
1632463223 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 
1705244050 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 
1927767620 -0.5 -0.5 -0.5 -0.5 -1.002 -0.5 -0.5 0.454585 2.49221 
