-2026960962 0 0 0 0 0 0 0 0 0 
-1909129459 0 0 0 0 0 2.5 0 0 2.43167 
-1854097254 -0.259606 0 -0.990872 -1.002 0 0 0 0 -0.59103 
-1852313321 0 0 0 0 0 0 0 0 0 
-1673615423 0 0 0 0 0 0 2.46203 2.4763 2.24535 
-1588044679 -1.002 0 0 -0.993504 0 0 0 0 -0.892496 
-1410830267 0 0 0 0 2.39688 0 2.45511 2.4273 2.1996 
-1332571543 -1.002 0 0 0 0 0 0 0 -0.781347 
-1232096314 0 0 0 0 2.5 0 0 0 2.40446 
-943389713 0 0 0 -1.002 0 0 0 0 -0.876301 
-934474527 0 0 0 0 0 2.369 2.4279 2.42667 2.12289 
-799462909 0 0 2.5 0 0 0 0 0 -0.877549 
-499441974 0 0 0 0 0 0 0 0 0 
-412980975 0 0 0 0 2.43976 2.44529 2.44674 0 1.7876 
-159714043 0 0.00830464 -0.915803 -1.002 0 0 0 0 -0.43593 
-157867326 0 0 0 0 0 2.44559 2.47252 0 2.12443 
46652963 0 0 0 0 0 0 0 2.5 2.42848 
161431130 0 0 0 0 2.4036 2.16687 2.43446 2.39133 1.93418 
293361472 -0.854214 -0.67045 -1.002 -1.002 0 0 0 0 1.51613 
395024170 0 0 0 0 0 0 0 0 0 
415337439 0 0 0 0 0 2.47039 0 2.4577 2.41085 
574700013 0 0 -0.868209 1.97531 0 0 0 0 -1.002 
587305719 0 0 0 0 0 0 0 0 0 
701081391 0 -0.955531 0 -1.002 0 0 0 0 -0.742765 
757290785 0 0 0 0 2.45615 2.42389 0 2.435 2.42066 
1113999796 0 0 0 0 0 0 2.5 0 2.415 
1192151308 0 0 0 0 2.47914 2.46428 0 0 2.3951 
1300812649 0 0 0 0 2.46686 0 2.46493 0 2.41558 
1632463223 0 0 0 0 0 0 0 0 0 
1705244050 0 0 0 0 0 0 0 0 0 
1927767620 0 0 0 0 2.4816 0 0 2.45918 2.40949 
